industry,category,skill_name,alias1,alias2,alias3,alias4
SanXuat,May mac/Det may/Da,gerber accumark,,,,
SanXuat,May mac/Det may/Da,optitex,,,,
SanXuat,May mac/Det may/Da,ky thuat nhuom vai,fabric dyeing technique,,,
SanXuat,R&D San xuat o to,ky su thiet ke o to,automotive design engineer,,,
SanXuat,R&D San xuat o to,ky su khung gam,chassis engineer,,,
SanXuat,R&D San xuat o to,ky su lap rap o to,automotive assembly engineer,,,
SanXuat,R&D San xuat o to,catia automotive,,,,
SanXuat,R&D San xuat o to,thiet ke he thong treo o to,suspension system design,,,
SanXuat,R&D San xuat o to,kiem thu o to,automotive testing,,,
SanXuat,Van hanh thiet bi nang,van hanh thiet bi nang,heavy equipment operation,,,
SanXuat,Van hanh thiet bi nang,tai xe lai may cong trinh,construction machinery operator,,,
SanXuat,Van hanh thiet bi nang,van hanh xe cau,crane operation,,,
SanXuat,Van hanh thiet bi nang,van hanh may xuc,excavator operation,,,
SanXuat,Van hanh thiet bi nang,van hanh may ui,bulldozer operation,,,
SanXuat,Van hanh thiet bi nang,chung chi van hanh thiet bi nang,heavy equipment operation certification,,,
SanXuat,Van hanh thiet bi nang,van hanh xe lu,road roller operation,,,
SanXuat,Van hanh thiet bi nang,bao duong thiet bi nang,heavy equipment maintenance,,,
SanXuat,Quan ly chat luong san xuat,kiem soat chat luong,quality control,qc,,
SanXuat,Quan ly chat luong san xuat,quan ly chat luong,quality assurance,qa,,
SanXuat,Quan ly chat luong san xuat,ky su quan ly chat luong nha cung cap,supplier quality engineer,sqe,,
SanXuat,Quan ly chat luong san xuat,phat trien bao bi,packaging development,,,
SanXuat,Quan ly chat luong san xuat,ky su phan tich loi,failure analysis engineer,pe,,
SanXuat,Quan ly chat luong san xuat,8d report,,,,
SanXuat,Quan ly chat luong san xuat,fmea,failure mode and effects analysis,,,
SanXuat,Quan ly chat luong san xuat,spc,statistical process control,,,
SanXuat,Quan ly chat luong san xuat,capa,corrective and preventive action,,,
SanXuat,Quan ly chat luong san xuat,kiem tra khong pha huy,ndt,non-destructive testing,,
SanXuat,Quan ly chat luong san xuat,danh gia nha cung cap,supplier evaluation,,,
SanXuat,Van hanh san xuat,truong ca,shift leader,,,
SanXuat,Van hanh san xuat,giam doc san xuat,production director,,,
SanXuat,Van hanh san xuat,quan doc phan xuong,workshop foreman,,,
SanXuat,Van hanh san xuat,giam sat san xuat,production supervisor,,,
SanXuat,Van hanh san xuat,ke hoach san xuat,production planning,,,
SanXuat,Van hanh san xuat,theo doi don hang san xuat,production order tracking,,,
SanXuat,Van hanh san xuat,thu kho,warehouse keeper,,,
SanXuat,Van hanh san xuat,truong phong san xuat,production manager,,,
SanXuat,Van hanh san xuat,truong chuyen,line leader,,,
SanXuat,Van hanh san xuat,to truong san xuat,production team leader,,,
SanXuat,Van hanh san xuat,quan ly thiet bi san xuat,production equipment management,,,
SanXuat,Van hanh san xuat,lap ke hoach san luong,output planning,,,
SanXuat,Van hanh san xuat,quan ly nang suat san xuat,production productivity management,,,
SanXuat,Van hanh san xuat,oee,overall equipment effectiveness,,,
SanXuat,Bao tri sua chua may cong nghiep,sua chua bao tri may cong nghiep,industrial machine maintenance repair,,,
SanXuat,Bao tri sua chua may cong nghiep,ky thuat vien lap dat,installation technician,,,
SanXuat,Bao tri sua chua may cong nghiep,bao tri phong ngua,preventive maintenance,,,
SanXuat,Bao tri sua chua may cong nghiep,bao tri du doan,predictive maintenance,,,
SanXuat,Bao tri sua chua may cong nghiep,sua chua he thong thuy luc,hydraulic system repair,,,
SanXuat,Bao tri sua chua may cong nghiep,sua chua he thong khi nen,pneumatic system repair,,,
SanXuat,San xuat khac,tro ly thu ky san xuat,production assistant secretary,,,
SanXuat,San xuat khac,chuyen mon san xuat khac,,,,
SanXuat,San xuat khac,nhan vien thong ke san xuat,production statistics staff,,,
SanXuat,San xuat khac,nhan vien iso,iso coordinator,,,
SanXuat,San xuat khac,quan ly quy trinh iso,iso process management,,,
