industry,category,skill_name,alias1,alias2,alias3,alias4
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,lap dat he thong dien,electrical installation,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,lap dat he thong nuoc,plumbing installation,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,chung chi an toan dien,electrical safety certification,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,van hanh may phat dien,generator operation,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,bao tri phong chay chua chay,fire safety maintenance,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,nghiep vu bao ve chuyen nghiep,professional security operations,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,su dung thiet bi an ninh,security equipment use,,,
LaoDongPhoThong,Bao ve/Bao tri/Sua chua,vo thuat co ban,basic martial arts,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,ve sinh tap vu,,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,nhan vien don ve sinh,,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,giup viec gia dinh,,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,bao mau,nguoi trong tre,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,ve sinh cong nghiep,,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,ve sinh van phong,,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,nau an gia dinh,home cooking,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,cham soc nguoi gia,elderly care,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,cham soc tre so sinh,infant care,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,ky nang so cuu co ban,basic first aid,,,
LaoDongPhoThong,Ve sinh/Giup viec/Bao mau,don dep theo gio,hourly cleaning,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,phun xam tham my,,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,tho cat toc,hairdresser,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,tho xam,tattoo artist,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,tho nail,,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,tho mi,eyelash technician,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,ky thuat vien spa,,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,nhan vien massage,,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,tao kieu toc,hair styling,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,nhuom toc,hair coloring,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,uon toc,hair perming,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,trang diem,makeup,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,cham soc da mat,facial skincare,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,triet long,hair removal,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,chung chi nghe spa,spa certification,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,chung chi nail chuyen nghiep,,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,massage tri lieu,therapeutic massage,,,
LaoDongPhoThong,Cham soc suc khoe/Lam dep,phun may phun moi,eyebrow lip tattooing,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,dau bep,chef,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,phu bep,,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,pha che,barista,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,phuc vu,waiter,waitress,,
LaoDongPhoThong,Nha hang/Dich vu an uong,tho lam banh,baker,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,nau an chuyen nghiep,professional cooking,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,che bien mon a,asian cuisine preparation,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,che bien mon au,western cuisine preparation,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,pha che ca phe,coffee brewing,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,pha che cocktail,,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,trang tri mon an,food plating,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,ve sinh an toan thuc pham,vsattp,food safety,,
LaoDongPhoThong,Nha hang/Dich vu an uong,quan ly bep,kitchen management,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,chung chi vsattp,food safety certification,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,lam banh au,western baking,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,lam banh viet,vietnamese baking,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,pha tra,tea preparation,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,van hanh may pha ca phe,coffee machine operation,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,order mon an,order taking,,,
LaoDongPhoThong,Nha hang/Dich vu an uong,bung be phuc vu,serving,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,giat la,laundry,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,le tan,receptionist,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,nhan vien don tiep,,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,nhan vien do xe,valet parking,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,bellman,,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,nhan vien buong phong,housekeeping,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,don phong khach san,room cleaning,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,sap xep giuong,bed making,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,nghiep vu le tan khach san,hotel reception skills,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,xu ly yeu cau khach luu tru,guest request handling,,,
LaoDongPhoThong,Khach san/Dich vu cu tru,ui do khach san,hotel ironing service,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,pg,pb,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,ban hang sieu thi,,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,ban hang dien thoai,,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,nhap lieu,data entry,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,thu ngan,cashier,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,truc page,,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,nhan vien sieu thi,,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,nhan vien phat to roi,,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,nhan vien cay xang,,,,
LaoDongPhoThong,Tiep thi/Ban hang pho thong,tu van ban hang tai quay,counter sales consulting,,,
LaoDongPhoThong,Tho thu cong,tho cam hoa,florist,,,
LaoDongPhoThong,Tho thu cong,tho cat vai,,,,
LaoDongPhoThong,Tho thu cong,tho thu cong my nghe,,,,
LaoDongPhoThong,Tho thu cong,dan len,knitting,,,
LaoDongPhoThong,Tho thu cong,lam do handmade,,,,
LaoDongPhoThong,Tho thu cong,dieu khac go,wood carving,,,
LaoDongPhoThong,Tho thu cong,lam gom,pottery making,,,
LaoDongPhoThong,Tho thu cong,theu tay,hand embroidery,,,
LaoDongPhoThong,Tho thu cong,lam do da thu cong,leather crafting,,,
LaoDongPhoThong,Gia cong co khi,tho han,welder,,,
LaoDongPhoThong,Gia cong co khi,tho phay,milling worker,,,
LaoDongPhoThong,Gia cong co khi,tho tien,lathe worker,,,
LaoDongPhoThong,Gia cong co khi,tho khoan,drilling worker,,,
LaoDongPhoThong,Gia cong co khi,tho mai,grinding worker,,,
LaoDongPhoThong,Gia cong co khi,han ho quang,arc welding,,,
LaoDongPhoThong,Gia cong co khi,han tig,,,,
LaoDongPhoThong,Gia cong co khi,han mig,,,,
LaoDongPhoThong,Gia cong co khi,gia cong cnc,,,,
LaoDongPhoThong,Gia cong co khi,doc ban ve co khi,,,,
LaoDongPhoThong,Gia cong co khi,van hanh may tien,lathe operation,,,
LaoDongPhoThong,Gia cong co khi,van hanh may phay,milling machine operation,,,
LaoDongPhoThong,Tho xay dung,tho xay,mason,,,
LaoDongPhoThong,Tho xay dung,tho ne,,,,
LaoDongPhoThong,Tho xay dung,tho ho,,,,
LaoDongPhoThong,Tho xay dung,tho moc,carpenter,,,
LaoDongPhoThong,Tho xay dung,tho son,painter,,,
LaoDongPhoThong,Tho xay dung,tho nhom kinh,aluminum glass worker,,,
LaoDongPhoThong,Tho xay dung,xay to trat,masonry plastering,,,
LaoDongPhoThong,Tho xay dung,lap dat cop pha,formwork installation,,,
LaoDongPhoThong,Tho xay dung,doc ban ve xay dung co ban,,,,
LaoDongPhoThong,Tho xay dung,thi cong hoan thien,finishing construction work,,,
