industry,category,skill_name,alias1,alias2,alias3,alias4
TaiChinhNganHangBaoHiem,Ngan hang,quan ly chi nhanh ngan hang,bank branch management,,,
TaiChinhNganHangBaoHiem,Chung khoan,phan tich dau tu chung khoan,securities investment analysis,,,
TaiChinhNganHangBaoHiem,Chung khoan,quan ly danh muc chung khoan,securities portfolio management,,,
TaiChinhNganHangBaoHiem,Chung khoan,phan tich ky thuat chung khoan,technical analysis,,,
TaiChinhNganHangBaoHiem,Chung khoan,phan tich co ban chung khoan,fundamental analysis,,,
TaiChinhNganHangBaoHiem,Chung khoan,dinh gia co phieu,stock valuation,,,
TaiChinhNganHangBaoHiem,Chung khoan,giao dich chung khoan,securities trading,,,
TaiChinhNganHangBaoHiem,Chung khoan,moi gioi chung khoan,securities brokerage,,,
TaiChinhNganHangBaoHiem,Chung khoan,quan ly quy dau tu chung khoan,investment fund management,,,
TaiChinhNganHangBaoHiem,Chung khoan,phan tich nganh,industry analysis,,,
TaiChinhNganHangBaoHiem,Chung khoan,bao cao phan tich chung khoan,equity research report writing,,,
TaiChinhNganHangBaoHiem,Chung khoan,bloomberg terminal,bloomberg,,,
TaiChinhNganHangBaoHiem,Chung khoan,reuters eikon,,,,
TaiChinhNganHangBaoHiem,Chung khoan,fiinpro,,,,
TaiChinhNganHangBaoHiem,Chung khoan,stoxplus data,,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,kiem soat tuan thu,compliance control,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,giam doc tuan thu va phap ly,chief compliance officer,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,quan tri rui ro,risk management,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,phong chong rua tien,,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,quan ly thanh khoan,liquidity management,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,giam doc quan ly rui ro,cro,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,dinh gia tai san,asset valuation,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,phap che,legal affairs,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,thu hoi no,debt collection,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,danh gia rui ro tin dung,credit risk assessment,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,mo hinh rui ro,risk modeling,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,stress testing,,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,var,value at risk,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,frm certification,frm,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,kiem toan noi bo,internal audit,,,
TaiChinhNganHangBaoHiem,Tham dinh va Quan tri rui ro,quan ly gian lan tai chinh,financial fraud management,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,phan tich dau tu,investment analysis,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,quan he nha dau tu,investor relations,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,giam doc dau tu,investment director,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,quan ly tai san dau tu,wealth asset management,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,mua ban va sap nhap,m&a,mergers and acquisitions,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,quan ly danh muc quy,fund portfolio management,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,dinh gia doanh nghiep,business valuation,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,due diligence,,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,private equity,,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,venture capital,,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,ipo advisory,,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,cau truc tai chinh,financial structuring,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,huy dong von tu quy,fund capital raising,,,
TaiChinhNganHangBaoHiem,Dau tu va Tai tro,quan ly quy dau tu mao hiem,venture fund management,,,
TaiChinhNganHangBaoHiem,Bao hiem,boi thuong bao hiem,insurance claims,,,
TaiChinhNganHangBaoHiem,Bao hiem,tham dinh va phat hanh hop dong bao hiem,insurance underwriting,,,
TaiChinhNganHangBaoHiem,Bao hiem,dinh phi bao hiem,actuarial pricing,,,
TaiChinhNganHangBaoHiem,Bao hiem,quan ly hop dong bao hiem,insurance contract management,,,
TaiChinhNganHangBaoHiem,Bao hiem,chuyen vien actuary,actuary,,,
TaiChinhNganHangBaoHiem,Bao hiem,tai bao hiem,reinsurance,,,
TaiChinhNganHangBaoHiem,Bao hiem,danh gia rui ro bao hiem,insurance risk assessment,,,
TaiChinhNganHangBaoHiem,Bao hiem,xu ly ho so boi thuong,claims processing,,,
TaiChinhNganHangBaoHiem,Bao hiem,san pham bao hiem nhan tho,life insurance products,,,
TaiChinhNganHangBaoHiem,Bao hiem,san pham bao hiem phi nhan tho,non-life insurance products,,,
TaiChinhNganHangBaoHiem,Bao hiem,phat hanh hop dong bao hiem,policy issuance,,,
TaiChinhNganHangBaoHiem,Bao hiem,quan ly dai ly bao hiem,insurance agency management,,,
TaiChinhNganHangBaoHiem,Bao hiem,chung chi actuary,,,,
TaiChinhNganHangBaoHiem,Bao hiem,tai chinh bao hiem,insurance finance,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,cfa,chartered financial analyst,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,cpa,certified public accountant,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,acca,,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,cima,,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,chuyen vien ke hoach,planning specialist,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,excel vba tai chinh,,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,sql cho phan tich tai chinh,,,,
TaiChinhNganHangBaoHiem,Chung chi & Cong cu chung,power bi tai chinh,,,,
